MemberID,FullName,MembershipType,LastVisitTime,LastClassAttendance,LastPTSession,RecentFailedPayments,ChurnRiskScore,RiskBand,RiskRank
516,"Pulse Member 516",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",452
520,"Pulse Member 520",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-02-01 10:00:00",0,2,"Low Risk",453
525,"Pulse Member 525",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-02-16 10:00:00",0,2,"Low Risk",454
527,"Pulse Member 527",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",455
528,"Pulse Member 528",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",456
530,"Pulse Member 530",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-03-03 10:00:00",0,2,"Low Risk",457
535,"Pulse Member 535",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-03-18 10:00:00",0,2,"Low Risk",458
539,"Pulse Member 539",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",459
546,"Pulse Member 546",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",460
550,"Pulse Member 550",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-05-02 10:00:00",0,2,"Low Risk",461
557,"Pulse Member 557",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",462
558,"Pulse Member 558",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",463
560,"Pulse Member 560",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-06-01 10:00:00",0,2,"Low Risk",464
565,"Pulse Member 565",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-02-06 10:00:00",0,2,"Low Risk",465
569,"Pulse Member 569",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",466
576,"Pulse Member 576",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",467
580,"Pulse Member 580",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-03-23 10:00:00",0,2,"Low Risk",468
585,"Pulse Member 585",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-04-07 10:00:00",0,2,"Low Risk",469
587,"Pulse Member 587",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",470
588,"Pulse Member 588",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",471
590,"Pulse Member 590",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-04-22 10:00:00",0,2,"Low Risk",472
595,"Pulse Member 595",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-05-07 10:00:00",0,2,"Low Risk",473
599,"Pulse Member 599",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",474
2,"Maya Thompson",Basic,"2025-06-06 18:00:00","2025-06-19 18:30:00","2025-01-25 10:00:00",0,1,"Low Risk",475
21,"Ruby Clark",Premium,"2025-06-11 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",476
41,"Pulse Member 041",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",477
42,"Pulse Member 042",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",478
53,"Pulse Member 053",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",479
54,"Pulse Member 054",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",480
71,"Pulse Member 071",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",481
72,"Pulse Member 072",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",482
83,"Pulse Member 083",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",483
84,"Pulse Member 084",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",484
101,"Pulse Member 101",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",485
102,"Pulse Member 102",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",486
113,"Pulse Member 113",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",487
114,"Pulse Member 114",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",488
131,"Pulse Member 131",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",489
132,"Pulse Member 132",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",490
143,"Pulse Member 143",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",491
144,"Pulse Member 144",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",492
161,"Pulse Member 161",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",493
162,"Pulse Member 162",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",494
173,"Pulse Member 173",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",495
174,"Pulse Member 174",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",496
191,"Pulse Member 191",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",497
192,"Pulse Member 192",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",498
203,"Pulse Member 203",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",499
204,"Pulse Member 204",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",500
221,"Pulse Member 221",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",501
222,"Pulse Member 222",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",502
233,"Pulse Member 233",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",503
234,"Pulse Member 234",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",504
251,"Pulse Member 251",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",505
252,"Pulse Member 252",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",506
263,"Pulse Member 263",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",507
264,"Pulse Member 264",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",508
281,"Pulse Member 281",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",509
282,"Pulse Member 282",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",510
293,"Pulse Member 293",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",511
294,"Pulse Member 294",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",512
311,"Pulse Member 311",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",513
312,"Pulse Member 312",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",514
323,"Pulse Member 323",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",515
324,"Pulse Member 324",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",516
341,"Pulse Member 341",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",517
342,"Pulse Member 342",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",518
353,"Pulse Member 353",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",519
354,"Pulse Member 354",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",520
371,"Pulse Member 371",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",521
372,"Pulse Member 372",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",522
384,"Pulse Member 384",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",523
401,"Pulse Member 401",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",524
402,"Pulse Member 402",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",525
413,"Pulse Member 413",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",526
414,"Pulse Member 414",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",527
431,"Pulse Member 431",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",528
432,"Pulse Member 432",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",529
443,"Pulse Member 443",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",530
444,"Pulse Member 444",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",531
461,"Pulse Member 461",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",532
462,"Pulse Member 462",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",533
473,"Pulse Member 473",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",534
474,"Pulse Member 474",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",535
491,"Pulse Member 491",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",536
492,"Pulse Member 492",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",537
503,"Pulse Member 503",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",538
504,"Pulse Member 504",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",539
521,"Pulse Member 521",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",540
522,"Pulse Member 522",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",541
533,"Pulse Member 533",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",542
534,"Pulse Member 534",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",543
551,"Pulse Member 551",Premium,"2025-06-25 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",544
552,"Pulse Member 552",Premium,"2025-06-26 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",545
563,"Pulse Member 563",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",546
564,"Pulse Member 564",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",547
593,"Pulse Member 593",Student,"2025-06-27 18:00:00","2025-06-05 06:30:00",NULL,0,1,"Low Risk",548
594,"Pulse Member 594",Student,"2025-06-28 18:00:00","2025-06-19 18:30:00",NULL,0,1,"Low Risk",549
1,"Alex Carter",Premium,"2025-06-10 07:00:00","2025-06-05 06:30:00","2025-03-15 10:00:00",0,0,"Low Risk",550
3,"Liam Wilson",Student,"2025-06-07 18:00:00","2025-06-19 18:30:00","2025-02-08 10:00:00",0,0,"Low Risk",551
4,"Olivia Brown",Premium,"2025-06-12 18:00:00","2025-06-19 18:30:00","2025-01-29 11:00:00",0,0,"Low Risk",552
16,"Isaac Green",Premium,"2025-06-04 07:00:00","2025-06-05 06:30:00","2025-05-28 11:00:00",0,0,"Low Risk",553
27,"Natalie Ward",Premium,"2025-06-13 07:00:00","2025-06-19 18:30:00","2025-05-14 13:00:00",0,0,"Low Risk",554
35,"Pulse Member 035",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-05-17 10:00:00",0,0,"Low Risk",555
60,"Pulse Member 060",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-03-23 10:00:00",0,0,"Low Risk",556
65,"Pulse Member 065",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-04-07 10:00:00",0,0,"Low Risk",557
90,"Pulse Member 090",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-02-11 10:00:00",0,0,"Low Risk",558
95,"Pulse Member 095",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-02-26 10:00:00",0,0,"Low Risk",559
120,"Pulse Member 120",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-05-12 10:00:00",0,0,"Low Risk",560
150,"Pulse Member 150",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-04-02 10:00:00",0,0,"Low Risk",561
155,"Pulse Member 155",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-04-17 10:00:00",0,0,"Low Risk",562
180,"Pulse Member 180",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-02-21 10:00:00",0,0,"Low Risk",563
185,"Pulse Member 185",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-03-08 10:00:00",0,0,"Low Risk",564
215,"Pulse Member 215",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-06-06 10:00:00",0,0,"Low Risk",565
240,"Pulse Member 240",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-04-12 10:00:00",0,0,"Low Risk",566
245,"Pulse Member 245",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-04-27 10:00:00",0,0,"Low Risk",567
270,"Pulse Member 270",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-03-03 10:00:00",0,0,"Low Risk",568
275,"Pulse Member 275",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-03-18 10:00:00",0,0,"Low Risk",569
300,"Pulse Member 300",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-06-01 10:00:00",0,0,"Low Risk",570
305,"Pulse Member 305",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-02-06 10:00:00",0,0,"Low Risk",571
330,"Pulse Member 330",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-04-22 10:00:00",0,0,"Low Risk",572
335,"Pulse Member 335",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-05-07 10:00:00",0,0,"Low Risk",573
360,"Pulse Member 360",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-03-13 10:00:00",0,0,"Low Risk",574
365,"Pulse Member 365",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-03-28 10:00:00",0,0,"Low Risk",575
390,"Pulse Member 390",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-02-01 10:00:00",0,0,"Low Risk",576
395,"Pulse Member 395",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-02-16 10:00:00",0,0,"Low Risk",577
420,"Pulse Member 420",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-05-02 10:00:00",0,0,"Low Risk",578
450,"Pulse Member 450",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-03-23 10:00:00",0,0,"Low Risk",579
455,"Pulse Member 455",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-04-07 10:00:00",0,0,"Low Risk",580
480,"Pulse Member 480",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-02-11 10:00:00",0,0,"Low Risk",581
510,"Pulse Member 510",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-05-12 10:00:00",0,0,"Low Risk",582
515,"Pulse Member 515",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-05-27 10:00:00",0,0,"Low Risk",583
540,"Pulse Member 540",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-04-02 10:00:00",0,0,"Low Risk",584
545,"Pulse Member 545",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-04-17 10:00:00",0,0,"Low Risk",585
570,"Pulse Member 570",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-02-21 10:00:00",0,0,"Low Risk",586
575,"Pulse Member 575",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-03-08 10:00:00",0,0,"Low Risk",587
600,"Pulse Member 600",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-05-22 10:00:00",0,0,"Low Risk",588
